-1.253656506538391113e+00	-1.314790606498718262e+00	-1.975170135498046875e+00	-1.778112947940826416e-01	-1.746886372566223145e-01	1.175533413887023926e+00	-5.078419670462608337e-02	-1.126066446304321289e+00	-8.248671293258666992e-01	7.711515426635742188e-01	-3.882244229316711426e-01	-5.608479976654052734e-01	2.347434282302856445e+00	-1.911361932754516602e+00	-1.604712963104248047e+00	5.060547962784767151e-02	8.387057781219482422e-01	-1.436954140663146973e+00	-8.697721958160400391e-01	1.053623557090759277e+00	4.088891148567199707e-01	-7.791966199874877930e-01	1.156345725059509277e+00	-9.289072155952453613e-01	1.108363121747970581e-01	7.974554300308227539e-01	9.018123745918273926e-01	-5.407749414443969727e-01	4.224571883678436279e-01	1.048992648720741272e-01	-5.152470469474792480e-01	-2.000685691833496094e+00	-8.472875952720642090e-01	9.858209490776062012e-01	2.459901571273803711e+00	3.538899421691894531e-01	4.899349212646484375e-01	-1.570340156555175781e+00	1.287874341011047363e+00	-2.412825345993041992e+00	-2.756288766860961914e+00	3.976559877395629883e+00	3.802100718021392822e-01	2.406733989715576172e+00	1.755756974220275879e+00	-1.196494698524475098e+00	9.578270912170410156e-01	-2.195159673690795898e+00	1.239506602287292480e+00	1.057351589202880859e+00
-1.000570893287658691e+00	-6.933855414390563965e-01	-1.257273793220520020e+00	-1.031008064746856689e-01	1.569033861160278320e-01	3.822641372680664062e-01	1.706924475729465485e-02	-1.197750687599182129e+00	-1.797747164964675903e-01	-1.606668829917907715e-01	-1.067739009857177734e+00	-1.094361782073974609e+00	-6.616972386837005615e-03	1.781959176063537598e+00	4.318520426750183105e-01	-6.013486385345458984e-01	-3.896567970514297485e-02	-6.280606389045715332e-01	3.015151619911193848e-01	-7.882903218269348145e-01	2.894792258739471436e-01	-9.326004385948181152e-01	-8.801547288894653320e-01	3.719758093357086182e-01	-5.328852534294128418e-01	-1.618790626525878906e-01	-5.014439225196838379e-01	-5.361868143081665039e-01	5.081185102462768555e-01	-1.445814818143844604e-01	-5.928182005882263184e-01	7.359523773193359375e-01	-1.090852636843919754e-02	8.288938403129577637e-01	-2.495348602533340454e-01	1.242206454277038574e+00	-1.134857088327407837e-01	-6.402688473463058472e-02	1.004466637969017029e-01	-8.260749578475952148e-01	-2.312930107116699219e+00	-1.003761768341064453e+00	-1.580863356590270996e+00	-1.266454935073852539e+00	-8.421062231063842773e-01	2.833935432136058807e-02	-1.436824202537536621e+00	8.618956804275512695e-02	6.868128180503845215e-01	-1.638173311948776245e-01
-1.638091802597045898e+00	-8.064728379249572754e-01	-7.153011798858642578e+00	1.593372702598571777e+00	1.088337779045104980e+00	3.419544398784637451e-01	3.043323196470737457e-02	1.546175032854080200e-01	2.525572180747985840e-01	-3.592396080493927002e-01	-1.506451219320297241e-01	-1.963021874427795410e+00	1.332420408725738525e-01	5.650656223297119141e-01	-1.385928750038146973e+00	-2.962834358215332031e+00	-6.974948644638061523e-01	-1.482191085815429688e+00	-4.510043561458587646e-01	8.137823343276977539e-01	-1.325976252555847168e+00	-1.209136605262756348e+00	-3.524939775466918945e+00	-7.217272520065307617e-01	1.109804809093475342e-01	2.188165426254272461e+00	-2.639649152755737305e+00	2.539499759674072266e+00	-7.465185225009918213e-02	-5.053820461034774780e-02	8.657931685447692871e-01	6.000910401344299316e-01	-1.821964263916015625e+00	-1.111578464508056641e+00	-4.456454813480377197e-01	2.912841737270355225e-01	-1.854749560356140137e+00	-2.631362915039062500e+00	-7.100539803504943848e-01	-5.837724804878234863e-01	9.090561866760253906e-01	-5.343502163887023926e-01	2.845252990722656250e+00	-1.727677822113037109e+00	6.344558000564575195e-01	-1.013313293457031250e+00	-1.186609268188476562e+00	-2.547953426837921143e-01	2.319022178649902344e+00	-6.680629253387451172e-01
-1.053767442703247070e+00	-5.305694341659545898e-01	-4.938757121562957764e-01	2.440960109233856201e-01	-7.024102210998535156e-01	4.023858010768890381e-01	3.250051140785217285e-01	-1.347079634666442871e+00	-9.040703177452087402e-01	-8.068919777870178223e-01	-9.463627338409423828e-01	3.483575284481048584e-01	1.170716762542724609e+00	9.036267399787902832e-01	-1.727726340293884277e+00	1.868829429149627686e-01	-6.596699953079223633e-01	-1.396636962890625000e-01	-4.145488440990447998e-01	-4.575680941343307495e-03	1.676538884639739990e-01	-8.918395638465881348e-01	-9.552782773971557617e-02	-2.839096784591674805e-01	-1.525848746299743652e+00	-9.101039767265319824e-01	8.820645511150360107e-02	-3.428500294685363770e-01	-7.414690256118774414e-01	-5.268815159797668457e-01	6.373380422592163086e-01	-2.128659933805465698e-01	-1.997672438621520996e+00	-1.335215330123901367e+00	-1.164571166038513184e+00	-9.690629839897155762e-01	1.633735001087188721e-01	3.571445345878601074e-01	7.837720513343811035e-01	7.972328066825866699e-01	4.024156928062438965e-01	-2.089613199234008789e+00	-8.982716202735900879e-01	-4.835423827171325684e-01	-1.842107325792312622e-01	-1.055465638637542725e-02	6.742374897003173828e-01	-4.461469054222106934e-01	-3.086048960685729980e-01	2.522520780563354492e+00
-5.208185315132141113e-01	4.747850894927978516e-01	-3.062326192855834961e+00	7.738009095191955566e-02	6.629361957311630249e-02	1.325498223304748535e+00	1.948482394218444824e-01	7.403004765510559082e-01	1.853078752756118774e-01	1.014846265316009521e-01	-8.097054362297058105e-01	-2.138143777847290039e+00	-1.199548244476318359e+00	1.900916844606399536e-01	6.461889147758483887e-01	1.322839856147766113e+00	-8.310791850090026855e-01	1.042130947113037109e+00	2.713105380535125732e-01	-1.324935436248779297e+00	-1.295167446136474609e+00	-1.879744529724121094e+00	-2.751412093639373779e-01	-1.170563697814941406e+00	-2.203530669212341309e-01	1.215296387672424316e+00	-4.860896587371826172e+00	4.630220413208007812e+00	-1.821357727050781250e+00	2.654817342758178711e+00	3.891639947891235352e+00	-7.394484877586364746e-01	3.429363250732421875e+00	-1.514805912971496582e+00	-1.288642525672912598e+00	1.980089843273162842e-01	1.173864960670471191e+00	-2.683185338973999023e-01	-1.256396532058715820e+00	-2.263036727905273438e+00	-2.150815248489379883e+00	-4.464114308357238770e-01	5.347079411149024963e-02	7.086806297302246094e+00	1.038747072219848633e+00	8.161410331726074219e+00	4.052124023437500000e+00	-1.011727452278137207e+00	9.611018180847167969e+00	-2.022265434265136719e+00
-2.515846014022827148e+00	-2.784254312515258789e+00	-9.120992660522460938e+00	1.350842714309692383e+00	1.229433536529541016e+00	-7.028791308403015137e-01	1.132777333259582520e+00	1.384141445159912109e+00	3.751925230026245117e+00	5.452546849846839905e-02	3.033479690551757812e+00	-2.973970651626586914e+00	4.505750238895416260e-01	-1.783694028854370117e+00	2.228036224842071533e-01	-1.277306675910949707e+00	8.712189197540283203e-01	4.025948047637939453e-01	2.049189329147338867e+00	1.924057304859161377e-02	-1.123767256736755371e+00	-4.629014730453491211e-01	-1.305915236473083496e+00	2.655676603317260742e+00	3.372929096221923828e-01	8.509275317192077637e-01	-6.055638790130615234e-01	-2.485638380050659180e+00	-1.069344043731689453e+00	-1.137462496757507324e+00	4.877348542213439941e-01	4.231021881103515625e+00	-4.536152362823486328e+00	-1.250007599592208862e-01	-7.996771931648254395e-01	1.319997906684875488e+00	4.083281517028808594e+00	1.721779257059097290e-01	-3.708449602127075195e+00	-4.074171543121337891e+00	7.227982521057128906e+00	2.642184734344482422e+00	4.687745094299316406e+00	-3.424820899963378906e-01	-1.217128276824951172e+00	5.798519134521484375e+00	4.739997386932373047e-01	-2.853428602218627930e+00	-1.727279186248779297e+00	-2.708144903182983398e+00
-9.091203808784484863e-01	-6.825572848320007324e-01	-5.684018731117248535e-01	1.550743877887725830e-01	-3.016185760498046875e-01	5.845308303833007812e-01	6.087283492088317871e-01	-1.334851980209350586e+00	-1.137130975723266602e+00	-3.674688637256622314e-01	-8.382936120033264160e-01	4.417035728693008423e-02	1.210833787918090820e+00	1.366421580314636230e+00	-1.403751373291015625e+00	6.692149043083190918e-01	-7.058876156806945801e-01	-6.381556987762451172e-01	-6.462444663047790527e-01	-7.564817667007446289e-01	7.258253693580627441e-01	-5.446867942810058594e-01	6.080093979835510254e-02	-2.682176530361175537e-01	-1.388822793960571289e+00	-2.340946495532989502e-01	-1.545590460300445557e-01	8.576159179210662842e-02	-1.177063807845115662e-01	-4.782091677188873291e-01	-8.100175261497497559e-01	-1.352104306221008301e+00	-1.022162079811096191e+00	1.726818382740020752e-01	-8.483793735504150391e-01	-9.638096094131469727e-01	3.376561105251312256e-01	4.596391022205352783e-01	5.921649336814880371e-01	4.807957708835601807e-01	-1.322621107101440430e+00	-6.918284296989440918e-01	-1.386806607246398926e+00	1.049386262893676758e+00	-6.356208920478820801e-01	-8.305525183677673340e-01	-1.496905446052551270e+00	-1.228710412979125977e-01	-1.368621349334716797e+00	-6.542329788208007812e-01
-9.769079685211181641e-01	-8.225128650665283203e-01	-1.854833126068115234e+00	2.134946584701538086e-01	-4.351277649402618408e-02	-2.204475998878479004e-01	-2.279834151268005371e-01	-4.229012429714202881e-01	-3.744016587734222412e-01	2.351113408803939819e-02	-7.988734841346740723e-01	8.403263092041015625e-01	-1.252679079771041870e-01	6.478179097175598145e-01	-1.026893138885498047e+00	-1.397834658622741699e+00	-2.667748630046844482e-01	-7.459982037544250488e-01	-1.375004053115844727e-01	-2.100925892591476440e-01	-1.355350136756896973e+00	1.074972510337829590e+00	3.359788954257965088e-01	-3.487133979797363281e-02	-3.990906774997711182e-01	7.790310978889465332e-01	5.191433429718017578e-01	1.651322990655899048e-01	-2.389598786830902100e-01	-7.007138133049011230e-01	-5.359556674957275391e-01	-8.711123466491699219e-01	-8.315439820289611816e-01	5.296844244003295898e-01	2.428846508264541626e-01	-4.753340408205986023e-02	-2.012714445590972900e-01	8.451859951019287109e-01	1.400113940238952637e+00	6.456484198570251465e-01	-7.809228301048278809e-01	4.020803272724151611e-01	-1.052025556564331055e+00	-1.011063456535339355e+00	1.024382710456848145e-01	-1.563034176826477051e+00	1.376770496368408203e+00	-4.130200445652008057e-01	-1.397938966751098633e+00	5.448142290115356445e-01
-2.276110172271728516e+00	-2.705240011215209961e+00	-9.962361335754394531e+00	2.904166460037231445e+00	1.521796584129333496e+00	1.296790719032287598e+00	9.095623493194580078e-01	4.860933423042297363e-01	1.746026992797851562e+00	-1.138201057910919189e-01	1.553117036819458008e+00	1.392194867134094238e+00	1.467753946781158447e-01	1.463469862937927246e+00	-9.902185946702957153e-02	6.588104367256164551e-01	1.419995903968811035e+00	-2.234755009412765503e-01	-8.163787424564361572e-02	5.780434608459472656e-01	-9.442356824874877930e-01	-4.609834849834442139e-01	-1.454480648040771484e+00	-1.342558622360229492e+00	-6.390146911144256592e-02	1.285269141197204590e+00	2.582607269287109375e-01	3.942739486694335938e+00	6.724781394004821777e-01	-6.555408835411071777e-01	-1.854163289070129395e+00	1.614998459815979004e+00	-3.864853084087371826e-01	-2.124847650527954102e+00	4.948780536651611328e-01	3.026335716247558594e+00	3.532068133354187012e-01	-1.526779651641845703e+00	2.626602411270141602e+00	2.746054172515869141e+00	1.054987236857414246e-01	1.503030955791473389e-01	9.982143044471740723e-01	-1.735314011573791504e+00	-4.557682946324348450e-02	7.660273909568786621e-01	-3.513341665267944336e+00	-4.080428600311279297e+00	3.645099639892578125e+00	1.062156438827514648e+00
5.303769111633300781e+00	1.269543051719665527e+00	3.318890094757080078e+00	-1.668071389198303223e+00	1.845362186431884766e-01	-1.178042292594909668e+00	6.408460736274719238e-01	-1.922485046088695526e-02	-1.074498891830444336e+00	1.401166915893554688e+00	-4.281643629074096680e-01	3.087561845779418945e+00	3.148347139358520508e-01	-5.954309701919555664e-01	-6.969369053840637207e-01	4.303095340728759766e-01	1.156562417745590210e-01	-2.262579053640365601e-01	-5.508854985237121582e-01	2.562172889709472656e+00	-1.338405966758728027e+00	-5.157426595687866211e-01	2.185893297195434570e+00	-1.426402479410171509e-01	-3.969299316406250000e+00	2.198989868164062500e+00	1.225227355957031250e+00	-2.674323081970214844e+00	-1.472399115562438965e+00	-1.400851488113403320e+00	1.139882326126098633e+00	-4.490123689174652100e-01	1.933500766754150391e+00	2.691356897354125977e+00	6.756065487861633301e-01	2.750957727432250977e+00	2.605550765991210938e+00	5.054944753646850586e-01	-3.399900913238525391e+00	-2.062706798315048218e-01	-6.429408788681030273e-01	-1.526006937026977539e+00	1.876876711845397949e+00	6.513085365295410156e-01	3.535205125808715820e+00	-2.209253311157226562e+00	1.288664460182189941e+00	3.537445783615112305e+00	7.154271006584167480e-01	1.446368098258972168e+00
